Date,Prices
39434,2283.5
39435,2280.47
39436,2292.23
39437,2330.81
39440,2349.66
39442,2351.6
39443,2318.72
39444,2322.11
39447,2306.23
39449,2273.41
39451,2217.59
39454,2224.76
39455,2184.67
39456,2214.6
39457,2232.24
39458,2202.03
39461,2225.98
39462,2170.51
39463,2158.57
39464,2095.86
39465,2083.24
39469,2060.15
39470,2104.37
39471,2125.6
39472,2091.88
39475,2128.64
39476,2141.85
39477,2131.78
39478,2167.9
39479,2194.43
39482,2171.51
39483,2102.23
39484,2087.05
39485,2104.02
39486,2095.21
39489,2107.65
39490,2123.06
39491,2152.76
39492,2123.94
39493,2125.85
39497,2124.12
39498,2141.95
39499,2115.13
39500,2132.02
39503,2161.51
39504,2176.48
39505,2175
39506,2155.81
39507,2097.47
39510,2098.64
39511,2091.42
39512,2103.42
39513,2057.44
39514,2040.17
39517,2008.71
39518,2083.36
39519,2065.21
39520,2075.88
39521,2032.79
39524,2014.88
39525,2100.38
39526,2049.4
39527,2098.46
39531,2130.62
39532,2135.54
39533,2116.93
39534,2093.11
39535,2076.56
39538,2088.42
39539,2163.38
39540,2159.63
39541,2162.46
39542,2164.21
39545,2167.61
39546,2157.28
39547,2139.99
39548,2149.67
39549,2106.01
39552,2098.92
39553,2108.59
39554,2156.67
39555,2158.08
39556,2197.24
39559,2193.87
39560,2174.59
39561,2180.91
39562,2194.96
39563,2209.25
39566,2207.02
39567,2198.5
39568,2190.13
39569,2228.09
39570,2235.3
39573,2225.37
39574,2242.47
39575,2202.77
39576,2210.95
39577,2196.54
39580,2220.81
39581,2220.46
39582,2229.74
39583,2253.76
39584,2256.63
39587,2258.74
39588,2237.79
39589,2202.02
39590,2208.2
39591,2179.05
39595,2193.98
39596,2203.1
39597,2215.12
39598,2218.5
39601,2195.27
39602,2182.65
39603,2183.01
39604,2225.74
39605,2157.24
39608,2159.03
39609,2153.77
39610,2117.84
39611,2124.94
39612,2156.96
39615,2157.14
39616,2142.55
39617,2121.78
39618,2130.3
39619,2090.81
39622,2090.94
39623,2085.08
39624,2097.36
39625,2036.4
39626,2028.89
39629,2031.47
39630,2039.66
39631,2002.64
39632,2004.87
39636,1988.09
39637,2022.83
39638,1976.97
39639,1990.78
39640,1968.86
39643,1951.08
39644,1929.85
39645,1978.47
39646,2002.3
39647,2002.88
39650,2001.86
39651,2028.91
39652,2037.15
39653,1990.09
39654,1998.41
39657,1961.23
39658,2007.21
39659,2040.81
39660,2014.39
39661,2003.16
39664,1985.23
39665,2042.44
39666,2050.23
39667,2013.66
39668,2061.77
39671,2076.59
39672,2051.66
39673,2046.35
39674,2057.72
39675,2066.36
39678,2035.3
39679,2016.52
39680,2029.15
39681,2034.35
39682,2057.64
39685,2017.27
39686,2024.72
39687,2041.24
39688,2071.86
39689,2043.53
39693,2035.24
39694,2032.13
39695,1971.37
39696,1980.18
39699,2021.13
39700,1952.14
39701,1964.25
39702,1992
39703,1996.25
39706,1902.17
39707,1935.49
39708,1844.31
39709,1924.85
39710,2002.32
39713,1925.85
39714,1895.78
39715,1892.05
39716,1929.24
39717,1935.79
39720,1765.72
39721,1861.44
39722,1853.26
39723,1778.9
39724,1754.91
39727,1687.33
39728,1590.51
39729,1573.34
39730,1453.52
39731,1436.56
39734,1602.93
39735,1594.41
39736,1450.5
39737,1512.21
39738,1502.84
39741,1574.5
39742,1526.02
39743,1433.22
39744,1451.37
39745,1401.29
39748,1356.78
39749,1503.16
39750,1486.73
39751,1525.37
39752,1548.81
39755,1544.91
39756,1608
39757,1524.21
39758,1448.01
39759,1490.31
39762,1471.64
39763,1439.22
39764,1365.15
39765,1459.82
39766,1399.2
39769,1363.14
39770,1376.81
39771,1292.76
39772,1206.04
39773,1282.59
39776,1365.63
39777,1374.79
39778,1423.9
39780,1437.68
39783,1309.39
39784,1361.79
39785,1397.72
39786,1356.81
39787,1406.36
39790,1460.6
39791,1426.88
39792,1444
39793,1403.2
39794,1413.07
39797,1395.21
39798,1466.87
39799,1452.88
39800,1422.19
39801,1426.39
39804,1400.42
39805,1387.08
39806,1395.75
39808,1403.22
39811,1398.25
39812,1432.65
39813,1452.98
39815,1499.17
39818,1492.21
39819,1503.87
39820,1459.58
39821,1464.6
39822,1433.41
39825,1401.07
39826,1403.63
39827,1356.79
39828,1358.64
39829,1368.92
39833,1296.63
39834,1353.33
39835,1332.84
39836,1340.02
39839,1347.47
39840,1362.18
39841,1408.07
39842,1361.54
39843,1330.51
39846,1329.81
39847,1350.88
39848,1341.77
39849,1363.82
39850,1401.06
39853,1403.19
39854,1334.3
39855,1345.5
39856,1348.15
39857,1334.83
39861,1274.26
39862,1273.29
39863,1258.82
39864,1244.72
39867,1201.56
39868,1249.76
39869,1236.74
39870,1217.49
39871,1188.84
39874,1133.43
39875,1126.18
39876,1153.35
39877,1104.38
39878,1106
39881,1095.04
39882,1164.83
39883,1168.07
39884,1215.87
39885,1225.32
39888,1221.03
39889,1260.29
39890,1286.62
39891,1269.92
39892,1244.85
39895,1333.21
39896,1306.03
39897,1318.61
39898,1349.37
39899,1322.19
39902,1276.22
39903,1292.98
39904,1314.63
39905,1352.47
39906,1365.66
39909,1354.36
39910,1322.91
39911,1338.53
39912,1389.49
39916,1393.13
39917,1365.2
39918,1382.36
39919,1403.89
39920,1410.85
39923,1350.52
39924,1379.22
39925,1368.92
39926,1382.52
39927,1405.74
39930,1391.58
39931,1387.82
39932,1417.99
39933,1416.73
39934,1424.41
39937,1472.64
39938,1467.25
39939,1493.31
39940,1473.66
39941,1509.14
39944,1477.2
39945,1475.83
39946,1436.74
39947,1451.79
39948,1435.48
39951,1479.24
39952,1476.94
39953,1469.47
39954,1445.28
39955,1443.14
39959,1481.1
39960,1453.28
39961,1475.94
39962,1495.97
39965,1534.65
39966,1537.69
39967,1516.88
39968,1534.59
39969,1530.82
39972,1529.59
39973,1535.03
39974,1529.76
39975,1539.5
39976,1541.7
39979,1505.06
39980,1485.92
39981,1483.9
39982,1496.59
39983,1501.25
39986,1455.54
39987,1458.92
39988,1468.48
39989,1499.98
39990,1498.08
39993,1511.7
39994,1498.94
39995,1505.64
39996,1461.8
40000,1465.58
40001,1436.74
40002,1435.2
40003,1440.3
40004,1434.5
40007,1470.43
40008,1478.24
40009,1522.09
40010,1535.3
40011,1534.7
40014,1552.26
40015,1557.91
40016,1557.37
40017,1593.65
40018,1598.5
40021,1603.26
40022,1599.09
40023,1592
40024,1611.14
40025,1612.31
40028,1637.06
40029,1642.03
40030,1637.81
40031,1628.82
40032,1650.73
40035,1645.26
40036,1624.91
40037,1644.23
40038,1655.66
40039,1641.54
40042,1602.06
40043,1618.6
40044,1629.92
40045,1647.85
40046,1678.84
40049,1677.94
40050,1681.92
40051,1682.29
40052,1687.16
40053,1684.05
40056,1670.52
40057,1633.63
40058,1628.66
40059,1642.68
40060,1664.34
40064,1679.32
40065,1692.48
40066,1710.14
40067,1708.19
40070,1719.04
40071,1724.45
40072,1750.91
40073,1745.8
40074,1750.43
40077,1744.47
40078,1755.99
40079,1738.32
40080,1722.02
40081,1711.53
40084,1742.32
40085,1738.48
40086,1732.86
40087,1688.24
40088,1680.7
40091,1705.73
40092,1729.14
40093,1734.74
40094,1747.7
40095,1757.6
40098,1765.31
40099,1760.51
40100,1791.47
40101,1798.91
40102,1784.35
40105,1801.12
40106,1789.93
40107,1774.33
40108,1793.34
40109,1771.5
40112,1750.75
40113,1744.95
40114,1711.09
40115,1749.76
40116,1700.67
40119,1711.65
40120,1715.81
40121,1718.21
40122,1751.45
40123,1756.07
40126,1795.56
40127,1795.9
40128,1804.93
40129,1786.66
40130,1796.93
40133,1823.29
40134,1825.18
40135,1824.61
40136,1800.12
40137,1794.65
40140,1819.17
40141,1818.31
40142,1826.74
40144,1795.7
40147,1802.68
40148,1824.54
40149,1825.4
40150,1810.13
40151,1820.11
40154,1815.7
40155,1797.31
40156,1804.1
40157,1814.81
40158,1821.8
40161,1834.55
40162,1824.37
40163,1826.45
40164,1804.96
40165,1815.5
40168,1834.59
40169,1841.17
40170,1845.8
40171,1855.5
40175,1857.89
40176,1855.61
40177,1856.14
40178,1837.5
40182,1867.06
40183,1872.9
40184,1874.73
40185,1882.34
40186,1887.77
40189,1891.06
40190,1873.32
40191,1889.1
40192,1893.72
40193,1873.3
40197,1896.72
40198,1876.9
40199,1841.39
40200,1800.61
40203,1808.93
40204,1801.34
40205,1810.21
40206,1788.97
40207,1771.4
40210,1796.67
40211,1819.99
40212,1810.64
40213,1754.3
40214,1759.38
40217,1744.37
40218,1767.18
40219,1763.69
40220,1781.01
40221,1776.5
40225,1808.72
40226,1816.7
40227,1828.81
40228,1833.09
40231,1831.21
40232,1809.05
40233,1826.98
40234,1823.64
40235,1826.27
40238,1844.87
40239,1849.17
40240,1850.24
40241,1857.2
40242,1883.28
40245,1883.29
40246,1886.6
40247,1895.38
40248,1903.68
40249,1903.29
40252,1904.19
40253,1919.02
40254,1930.22
40255,1929.63
40256,1919.8
40259,1929.64
40260,1943.7
40261,1933.04
40262,1929.75
40263,1931.18
40266,1942.51
40267,1942.81
40268,1936.48
40269,1950.91
40273,1966.44
40274,1969.76
40275,1959.04
40276,1965.72
40277,1978.86
40280,1982.4
40281,1983.91
40282,2006.06
40283,2007.74
40284,1975.36
40287,1984.32
40288,2000.33
40289,1998.31
40290,2002.93
40291,2017.19
40294,2008.55
40295,1961.6
40296,1974.63
40297,2000.34
40298,1967.05
40301,1992.87
40302,1945.37
40303,1933.25
40304,1870.95
40305,1842.32
40308,1923.39
40309,1917.25
40310,1944.25
40311,1920.76
40312,1884.67
40315,1887.11
40316,1860.65
40317,1851.28
40318,1779.3
40319,1806.04
40322,1782.76
40323,1783.39
40324,1773.64
40325,1832.6
40326,1809.97
40330,1778.99
40331,1825.25
40332,1832.72
40333,1769.71
40336,1745.87
40337,1765.28
40338,1754.9
40339,1806.69
40340,1815.25
40343,1812.02
40344,1854.61
40345,1853.62
40346,1856.24
40347,1858.7
40350,1851.54
40351,1822.04
40352,1816.64
40353,1786.13
40354,1791.24
40357,1787.94
40358,1732.55
40359,1715.22
40360,1709.77
40361,1701.85
40365,1710.97
40366,1765.42
40367,1782.09
40368,1794.93
40371,1796.29
40372,1824.07
40373,1823.82
40374,1825.99
40375,1773.42
40378,1784.06
40379,1804.47
40380,1781.59
40381,1821.75
40382,1836.75
40385,1857.33
40386,1855.38
40387,1842.65
40388,1835.29
40389,1835.4
40392,1875.84
40393,1866.86
40394,1878.81
40395,1876.51
40396,1869.76
40399,1880.05
40400,1868.87
40401,1817.12
40402,1807.6
40403,1800.38
40406,1800.7
40407,1823.18
40408,1826.14
40409,1795.24
40410,1788.67
40413,1781.47
40414,1755.64
40415,1761.62
40416,1748.13
40417,1777.6
40420,1751.79
40421,1752.54
40422,1804.45
40423,1820.97
40424,1845.1
40428,1824.04
40429,1836.2
40430,1845.09
40431,1854.1
40434,1875.4
40435,1874.07
40436,1880.74
40437,1880.36
40438,1881.92
40441,1910.6
40442,1905.73
40443,1896.77
40444,1880.97
40445,1920.84
40448,1909.97
40449,1919.58
40450,1914.83
40451,1908.95
40452,1917.42
40455,1902.14
40456,1941.81
40457,1941.5
40458,1938.3
40459,1950.18
40462,1950.46
40463,1957.92
40464,1972.07
40465,1964.89
40466,1968.87
40469,1983.16
40470,1951.67
40471,1972.51
40472,1976.12
40473,1980.83
40476,1985.1
40477,1985.13
40478,1980.05
40479,1982.45
40480,1981.58
40483,1983.47
40484,1998.86
40485,2006.58
40486,2045.61
40487,2053.77
40490,2049.69
40491,2033.84
40492,2043.15
40493,2034.48
40494,2010.56
40497,2008.24
40498,1976.25
40499,1976.99
40500,2007.38
40501,2012.58
40504,2009.51
40505,1980.89
40506,2010.56
40508,1996.02
40511,1993.83
40512,1981.83
40513,2024.96
40514,2050.96
40515,2056.39
40518,2053.8
40519,2054.88
40520,2063.02
40521,2071.11
40522,2083.56
40525,2083.99
40526,2085.93
40527,2075.28
40528,2088.19
40529,2089.94
40532,2095.32
40533,2108.26
40534,2115.69
40535,2112.37
40539,2113.66
40540,2115.32
40541,2117.83
40542,2114.69
40543,2114.28
